token_custom_plus	2.0.x:102;8.x-1.x:20
html_titles	8.x-1.x:22
access_token_auth	1.1.x:14
commerce_zero_out_tax	1.0.x:3
iframe_lazy_loading	1.0.x:2
entity_extra_field	2.0.x:104;2.1.x:602;8.x-1.x:31
localgov_publications	1.1.x:238
link_formatter	2.0.x:4;2.1.x:62;8.x-1.x:1
commerce_order_data_formatter	1.0.x:27
contact_author	1.0.x:13
coveo	2.0.x:9;3.0.x:3
ai_404_redirect	1.0.x:3
inline_ad_entity	8.x-1.x:3
term_csv_export_import	4.0.x:1058;4.x:19;8.x-1.x:15;8.x-2.x:15;8.x-3.x:555
ckeditor_bgimage	2.0.x:149;3.0.x:381;8.x-1.x:144
fullcalendar_solr	1.0.x:12
tally	8.x-1.x:3
clarion_date	8.x-1.x:1
webp	8.x-1.x:25734
ps	1.0.x:612
protected_file	2.0.x:112;8.x-1.x:231
bef_daterange_picker	1.0.x:4
webform_timeout	2.0.x:4;3.0.x:3;8.x-1.x:1
cacherefs	2.0.x:1
charts	5.0.x:2073;5.1.x:5206;5.2.x:4199;6.x-1.x:23;7.x-2.x:5733;8.x-3.x:1464;8.x-4.x:1
tawkto	8.x-1.x:58
custom_page_title	1.0.x:32
blackbaud_sky_api	7.x-1.x:119;8.x-1.x:22
alert_bar	1.0.x:5
netcall_ai_widget	1.0.x:4
views_infinite_scroll_with_pager	2.0.x:84;8.x-1.x:18
solr_search_synonym	2.0.x:42;3.0.x:23
simplifying	2.0.x:417;8.x-1.x:128
entity_field_lookup	1.0.x:71
tsi	1.0.x:61
imageapi_optimize	4.0.x:5520;4.1.x:6778;4.2.x:6639;4.x:10;6.x-1.x:28;7.x-1.x:3458;7.x-2.x:71;8.x-2.x:596;8.x-3.x:1
ckeditor_responsive_table	1.0.x:1410
views_extras	2.0.x:250;3.0.x:862;3.x:26;8.x-1.x:104
commerce_balance	2.0.x:6;7.x-1.x:1
serialization_cache	2.0.x:5
set_field_defaults	1.0.x:12
muuri	2.0.x:2;8.x-1.x:6
pf_mattermost	2.3.x:6
faqfield	7.x-1.x:1225;8.0.x:8923;8.x-1.x:953;8.x-7.x:5299
commerce_cart_api	8.x-1.x:1727
flexfield	2.0.x:116;8.x-1.x:40
quick_node_clone	8.x-1.x:64676
basic_watermark	2.0.x:137;2.1.x:277;8.x-1.x:22
webform_submission_files_download	2.0.x:41;8.x-1.x:23
speech_to_text	1.0.x:10
entity_staging	2.0.x:7
entity_print_css_injector	1.0.x:2
documentation_generator	2.0.x:49
localgov_irish_planning_notices	1.0.x:19
conversational_forms	7.x-1.x:6
migrate_source_csv	8.x-1.x:2;8.x-2.x:594;8.x-3.x:33963
instagram_feed_by_username	1.1.x:75
hero_block	2.0.x:50;8.x-1.x:12
batch_messenger	1.0.x:3
facets_custom_order	1.0.x:127
jstimer	2.0.x:41;6.x-1.x:29;7.x-1.x:327;8.x-1.x:36
cognito	2.1.x:20;2.2.x:19
entity_crud_alter_status_message	1.2.x:12
event_registration	1.0.x:3
views_mobile	3.0.x:2;7.x-1.x:56;8.x-2.x:1
slick_paragraphs	3.0.x:10733;8.x-1.x:343;8.x-2.x:3804
entity_reference_views_select	8.x-1.x:2439
uikit_components	7.x-2.x:19;7.x-3.x:21;8.x-3.x:326
nys_unav	3.0.x:40
govuk_pay	1.0.x:8
opensearch_views	1.0.x:1
smart_read_more_link	2.0.x:191;8.x-1.x:48
commerce_sync	1.0.x:24
webform_authorizenet	1.0.x:8
group_foldershare	3.0.x:1
pb_ai	1.0.x:1
access_arguments_list	2.0.x:77;7.x-1.x:10
varbase_dashboards	1.0.x:62;2.0.x:37
metatag_auto_pagination	1.0.x:15
commerce_stripe_checkout	1.2.x:24
termly	1.0.x:20
bootstrap_sass_starter_kit	1.1.x:8
ai_provider_infomaniak	1.0.x:1
entity_reference_media	1.0.x:221
facets_date_range_picker	1.0.x:89
ai_translate_lb_asymmetric	1.0.x:4
stories	3.0.x:224;8.x-2.x:27
auto_term_translate	1.0.x:36;2.0.x:85
lb_statistics	1.1.x:2;2.0.x:19;2.1.x:51;3.0.x:38
image_compression	2.0.x:57;8.x-1.x:13
webform_block_element	1.0.x:31
solr_health_check	1.1.x:21
media_entity_file_replace	8.x-1.x:21989
structure_sync	2.0.x:17352;2.x:7;8.x-1.x:130
login_redirect_per_role	8.x-1.x:4319
localgov_search	1.3.x:303
delete_commerce_order	2.0.x:7
secure_nodes	1.0.x:3
menu_block_settings_override	7.x-1.x:5
geocoder	7.x-1.x:6253;7.x-2.x:14;8.x-2.x:541;8.x-3.x:2193;8.x-4.x:26141
webpack	3.0.x:33;8.x-1.x:5
comments_ban	1.0.x:8
quiz_maker	1.0.x:39;1.1.x:8
sender_net	1.2.x:2
antibot	2.0.x:50661;3.0.x:14;7.x-1.x:6037;8.x-1.x:4116
filter_twig	3.0.x:645;8.x-1.x:49;8.x-2.x:282
month_year_range	9.0.x:92;9.1.x:130
content_access_by_path	1.0.x:3;1.1.x:144
jsonapi_request_logger	1.0.x:27
auto_retina	2.0.x:18;7.x-1.x:41;8.x-1.x:8
gutenberg	3.0.x:2692;4.0.x:62;8.x-1.x:262;8.x-2.x:2005
jsonapi_entity_operations	1.0.x:16
login_message	1.0.x:7
views_table_filter	2.0.x:30;3.0.x:2;7.x-1.x:97
queue_import	2.1.x:1
push_notifications	7.x-1.x:195;8.x-1.x:130
permissionspolicy	1.0.x:3;1.1.x:100;1.2.x:2254
views_auto_refresh	1.0.x:219;2.0.x:235
entityform_block	7.x-1.x:926;8.x-1.x:211
prod_check	2.0.x:106;6.x-1.x:1;7.x-1.x:259;8.x-1.x:32
kordiam	1.0.x:8
styles_api	8.x-1.x:2722
config_preview_deploy	1.0.x:25
stripe_pay	1.1.x:7;1.2.x:10
sqlite_backup	1.0.x:2
commerce_node_pay	1.0.x:1
events_logging	2.0.x:118;8.x-1.x:33
druidfire	1.0.x:33
experience	2.0.x:4;7.x-1.x:2
segmentio	2.0.x:4
commerce_order_locking	7.x-1.x:2
meta_position	2.0.x:196;8.x-1.x:466
ui_styles_paragraphs	1.0.x:5;1.1.x:209
varbase_workflow	2.0.x:78;2.1.x:113;3.0.x:57;3.1.x:28
jdrupal	8.x-1.x:95
contact_block	2.0.x:18172;8.x-1.x:7039
linked_field	7.x-1.x:1436;8.x-1.x:10943
user_email_verification	7.x-1.x:157;8.x-1.x:367
group_domain	3.0.x:78
gcds	1.0.x:6
route_in_modal	1.0.x:4
education_bee	1.0.x:1
webform_yuboto	1.0.x:1
draggableviews	2.0.x:1617;2.1.x:29449;6.x-3.x:240;7.x-1.x:27;7.x-2.x:12822;8.x-1.x:1826
bootstrap_basic_image_gallery	8.x-1.x:1147
views_string_aggregation	1.0.x:249
scrollup	3.0.x:221;8.x-1.x:21
adaptive_interact_client	1.1.x:40
scrollmagic	1.0.x:28
menu_to_taxonomy	7.x-1.x:12;8.x-1.x:6
param_verify	2.0.x:1
commerce_product_tax	8.x-1.x:1705
aos	1.0.x:667
drimage	2.0.x:22;2.1.x:4;2.2.x:36;2.3.x:493;8.x-1.x:9
admin_toolbar_messages	1.0.x:196
object_log	7.x-1.x:226;8.x-1.x:61
webform_geocoder	1.0.x:13
view_mode_selector_field	2.0.x:19;2.1.x:2
text_avatar	1.0.x:1
social_link_field	2.0.x:101;2.1.x:3401;8.x-1.x:165
admin_toolbar_version	1.0.x:38
update_notify	1.0.x:28
rapidoc_elements_field_formatter	1.0.x:9
user_action_log	1.0.x:2
office_hours	6.x-1.x:5;7.x-1.x:1214;8.x-1.x:16993
country_path	7.x-1.x:3;8.x-1.x:591
entity_editor_tabs	1.0.x:6;2.0.x:215;2.1.x:104
content_moderation_bulk_state_change	1.0.x:72
config_backup	1.0.x:26
kbase	1.1.x:7
date_ap_style	2.0.x:291;2.1.x:702;3.0.x:899;7.x-1.x:55;8.x-1.x:46
feeds_fetcher_headers	1.0.x:92
custom_twig_formatter	1.0.x:2;2.0.x:2;2.1.x:24
stomp	7.x-1.x:3
contact_storage	8.x-1.x:17008
media_contextual_crop_field_formatter	1.0.x:2;1.2.x:1;1.3.x:9;2.0.x:274
localgov_content_lock	1.1.x:165
axeptio	1.0.x:8;2.0.x:4;2.1.x:164
masquerade_field	2.0.x:118;8.x-1.x:56
lb_branch_hours_blocks	1.1.x:2;1.2.x:23;1.3.x:2;2.0.x:51;3.0.x:46
feeds_http_oauth	1.0.x:66
localgov_directories	3.3.x:4;3.4.x:62;3.5.x:365
views_menu_children_filter	3.0.x:1164;4.0.x:2660;7.x-1.x:799;8.x-1.x:765
protected_forms	2.0.x:1474;7.x-2.x:111;7.x-3.x:164
unified_twig_ext	1.0.x:68;1.1.x:1101
notify_bar	2.0.x:15;8.x-1.x:20
mail_composer	1.0.x:4
field_group_eu_cookie_compliance	8.x-1.x:2
instagram_posts_block	1.0.x:4
dashboard	2.0.x:1725;2.1.x:1174;2.2.x:5624;6.x-2.x:10
ui_bulk_translations	1.0.x:2
tmgmt_ignore_fields	1.0.x:108
inpagenav	10.0.x:3
translators	8.x-1.x:2
drush_dialog	1.0.x:1
cdn	4.0.x:134;4.1.x:1833;5.0.x:781;6.x-1.x:1;6.x-2.x:61;7.x-2.x:840;8.x-3.x:389
hierarchical_taxonomy_menu	2.0.x:748;3.0.x:344;8.x-1.x:418
abjs	2.0.x:190;7.x-1.x:11;8.x-1.x:7
ept_webform_popup	1.4.x:78
media_remote_hls	1.0.x:3;1.1.x:24;1.x:1
charts_kendo_ui	1.0.x:5
ckeditor_print	2.0.x:1
editor_advanced_link	2.0.x:1605;2.1.x:1812;2.2.x:23757;2.3.x:82363;2.x:11;8.x-1.x:8773
gin_toolbar	2.0.x:2686;2.1.x:23429;3.0.x:30632;8.x-1.x:20519
ckeditor_paste_filter	1.0.x:224;1.1.x:378
civicrm_drush	4.0.x:177;5.0.x:1;8.x-1.x:22;8.x-2.x:4;8.x-3.x:127
views_kanban	1.0.x:249
ckeditor5_dev	1.0.x:102;2.0.x:14
commerce_product_availability	1.0.x:51
user_cancel_methods_permissions	1.0.x:22
year	1.0.x:459
commerce_hyperpay	2.0.x:42;8.x-1.x:17
ik_modals	4.0.x:1;5.0.x:3;5.1.x:2;6.0.x:31
yg_multipurpose	2.0.x:28;8.x-1.x:20
check_username	1.1.x:4
httpswww	2.0.x:282;2.1.x:4743;2.x:5
contact_storage_export	2.0.x:474;8.x-1.x:419
social_media_platforms	1.0.x:11;1.1.x:196
ckeditor_span	1.0.x:35
slack_ultimate_cron_notifier	1.0.x:10
custom_status_report	1.0.x:7
field_stripouter	1.0.x:5
commerce_simple_stock	8.x-1.x:400
sitemeta	8.x-1.x:182
aidev	1.0.x:2
entity_sync_mailgun	1.0.x:1
ng_lightbox	2.0.x:1420;2.1.x:4008;2.x:4;7.x-1.x:383;8.x-1.x:580
pdf_reader	7.x-1.x:1666;7.x-2.x:219;8.x-1.x:1858
wse	2.0.x:128;3.0.x:82
bugherd	7.x-1.x:39;8.x-1.x:175
nodeinfo	1.0.x:76
yusaopeny_ymca360	1.0.x:29
gutenberg_span	1.0.x:28
varbase_reports	10.0.x:1
pantheon_advanced_page_cache	2.0.x:5;2.1.x:282;2.2.x:632;2.3.x:26744;7.x-1.x:877;8.x-1.x:631
workbench_email	2.0.x:2;2.2.x:54;2.3.x:824;3.0.x:4620;7.x-3.x:424;8.x-1.x:83
phone_number	2.0.x:1695;8.x-1.x:29
line_awesome	1.0.x:141
brazilian_ids	2.0.x:38;6.x-1.x:3;7.x-1.x:156;8.x-1.x:33
commerce_paytrail	3.0.x:6;3.1.x:5;4.0.x:22;7.x-1.x:1
views_year_filter	2.0.x:22;2.1.x:6495;8.x-1.x:366
disclosure_menu	2.1.x:512
badge_notification	1.0.x:18
storymaps	1.0.x:6
tacjs_domain	1.0.x:24
mailboxlayer	8.x-1.x:1
cshs	4.0.x:23139;7.x-1.x:288;7.x-2.x:24;8.x-1.x:431;8.x-2.x:46;8.x-3.x:1158
views_migration	1.1.x:15;1.2.x:2867
condition_query	8.x-1.x:900
entity_route_context	3.0.x:21;4.0.x:164;4.1.x:119;4.2.x:117
twig_attributes	2.0.x:380;8.x-1.x:40
auto_link	1.0.x:7
monitoring_ntfy	1.0.x:4
clinicaltrials	1.0.x:1
hubspot	3.0.x:599;3.x:4;7.x-2.x:59;7.x-3.x:4;8.x-1.x:117
views_complex_grouping	7.x-1.x:25;8.x-1.x:333
decoupled_domain	1.0.x:5
lightning_layout	3.0.x:2518;8.x-1.x:33;8.x-2.x:704
node_access_rebuild_progressive	2.0.x:1198;7.x-1.x:47;8.x-1.x:3
token_block	2.0.x:621;8.x-1.x:166
tailwind_grid	1.0.x:36
dsfr4drupal_colors	1.1.x:32
commerce_license_content	1.0.x:7
ai_content_chat	2.0.x:2
visually_impaired_theme	7.x-1.x:317;8.x-1.x:313
cool_editor_tabs	1.0.x:161;2.0.x:2
commerce_from_price	1.0.x:7;2.0.x:21
consent_management	1.0.x:14
commerce_multisafepay_payments	3.0.x:3;3.1.x:7;4.1.x:5;8.x-1.x:2;8.x-2.x:1
imageapi_optimize_sqip	1.0.x:3
session_entity	2.0.x:1;8.x-1.x:20
backup_migrate	5.0.x:14637;5.1.x:37939;5.x-1.x:20;6.x-1.x:281;6.x-2.x:1660;6.x-3.x:9;7.x-2.x:9320;7.x-3.x:44835;8.x-4.x:6840
nocurrent_pass	2.0.x:2837;7.x-1.x:2080;8.x-1.x:1467
bootpress	11.0.x:60;7.x-1.x:117;8.x-1.x:2
footnotes_all_block	1.0.x:46;1.x:1
betterlt	2.0.x:286;8.x-1.x:35
follow	6.x-1.x:43;7.x-1.x:182;7.x-2.x:2694;8.x-2.x:30
search_api_workspaces	2.0.x:2
bamboo_twig	6.0.x:3037;8.x-3.x:15;8.x-4.x:200;8.x-5.x:390
daterange_compact	2.0.x:224;2.1.x:2208;8.x-1.x:30
zefix	1.0.x:10
described_link	2.0.x:183
cache_control_headers	1.0.x:20
apply_for_role	2.0.x:10;6.x-1.x:11;7.x-1.x:29;7.x-2.x:48;8.x-1.x:4
websitecarbon	1.0.x:7
extended_html_filter	1.0.x:626
campaign_monitor_webform	1.0.x:34
slimmer	1.0.x:23
logging_alerts	2.0.x:226;2.1.x:51;6.x-1.x:14;6.x-2.x:29;7.x-2.x:519;8.x-1.x:4
media_entity_pinterest	3.0.x:269;8.x-1.x:27;8.x-2.x:591
socialblue	1.1.x:6;1.2.x:11;1.3.x:3;2.1.x:5;2.2.x:13;2.3.x:7;2.4.x:10;2.5.x:142;2.6.x:16
socrata	7.x-1.x:1;8.x-1.x:3
ckeditor_templates	8.x-1.x:3887;8.x-2.x:2252
twig_ui	1.0.x:14;2.0.x:17;2.1.x:1047;2.x:1
fieldable_path	8.x-1.x:506
wb_universe	4.2.x:30;5.0.x:10
entity_count	8.x-1.x:17
postlight_parser	1.0.x:8
commerce_tax_rate	8.x-1.x:2
coffee	2.0.x:20318;6.x-1.x:2;7.x-1.x:19;7.x-2.x:2878;8.x-1.x:11228
access_unpublished	6.x-1.x:1;7.x-1.x:89;8.x-1.x:10649
lp_fontawesome	6.7.x:858;8.x-5.x:485
commerce_product_review	2.0.x:26;8.x-1.x:95
event_platform	1.0.x:31;2.0.x:50
sync_files	1.0.x:9
ckeditor_mentions_notifications	1.0.x:5
media_library_texts	1.0.x:2
googlemap_block	3.0.x:16;8.x-1.x:30;8.x-2.x:11
tombstones	2.0.x:8
spamicide	5.x-1.x:2;6.x-1.x:104;7.x-1.x:3420;8.x-1.x:393
fieldhelptext	8.x-1.x:232
news_zymphonies_theme	2.0.x:40;3.0.x:142;8.x-1.x:82
stripe_webform_payment	1.0.x:128
entity_copy_reference	1.0.x:31
filter_format_audit	1.0.x:15
twig_field	2.0.x:331;8.x-1.x:242
field_group_as_class	2.0.x:334;2.1.x:5;8.x-1.x:1
convert_url_filter	1.0.x:87
inxmail_xml	2.0.x:13
webform_submission_control	1.0.x:10
route_override	1.0.x:3;1.x:1
migrate_devel_file_copy	1.0.x:2
supercookie	2.0.x:2;7.x-1.x:1;8.x-1.x:4
danse	2.2.x:20;2.3.x:260
zooming	2.0.x:75;7.x-1.x:2;8.x-1.x:56
qr_code_formatter	1.0.x:27
expand_link_formatter	8.x-1.x:15
address_usps	2.0.x:5;8.x-1.x:1
supported_image_baguettebox	1.0.x:2
islandora_jwks	1.0.x:1
extra_field_configuration	8.x-1.x:38
cmlapi	8.x-1.x:28
custom_elements	3.0.x:7;3.1.x:1;3.3.x:16;3.4.x:122;8.x-2.x:12
syncore	8.x-1.x:22
product_manager_tool	1.0.x:13
drift	2.0.x:49;8.x-1.x:2
artisan_styleguide	1.0.x:16
login_time_restriction	1.0.x:8
acquia_cms_document	1.4.x:1315
tab_toolbar	7.x-1.x:2;8.x-1.x:628
webform_campaignmonitor	1.0.x:147;7.x-2.x:20;7.x-3.x:37
scheduler_request_cron	2.0.x:9;2.1.x:34
views_exposed_range_slider	1.0.x:31
image_file_preview	1.0.x:5
layout_builder_block_language	1.0.x:1
block_access	6.x-2.x:11;7.x-1.x:1686;8.x-1.x:1319
webform_product	3.0.x:56;3.1.x:107;8.x-2.x:4
search_api_solr_dense_vector	1.0.x:25
business_listing_zymphonies_theme	2.0.x:10;4.0.x:13;8.x-1.x:2
sites_migrator	1.0.x:2
term_manager	1.0.x:74
page_hits	8.x-1.x:57
eca_entity_print	2.0.x:36
paxton	2.0.x:14;3.0.x:27;8.x-1.x:126
design_system	1.0.x:22
gov_cz	4.1.x:16
entity_delta_formatter	8.x-2.x:11
cachebuster	8.x-1.x:1
og_default_image	1.0.x:379
feeds_ftp_fetcher	2.0.x:4;7.x-1.x:45
ai_interpolator_convertapi	1.0.x:1
event_log_track_encrypt	1.0.x:1
node_link_report	8.x-1.x:90
doc_serialization	4.0.x:75;8.x-2.x:5;8.x-3.x:30
rabbit_hole_links	1.0.x:14
permissions_filter	8.x-1.x:3155
prev_next	6.x-1.x:6;7.x-1.x:149;7.x-2.x:861;8.x-2.x:130
smart_content_preview	1.0.x:36
text_snip_formatter	1.0.x:1
inactive_autologout	2.0.x:17;3.0.x:1331;3.1.x:16
update_helper	2.0.x:224;3.0.x:167;4.0.x:57;4.1.x:1285;8.x-1.x:103
basket	2.0.x:103;2.1.x:407
ai_interpolator_pixabay	1.0.x:2
paragraphs_previewer	7.x-1.x:30;8.x-1.x:6147
editor_paste_plain	1.0.x:614
scroll_to_top	6.x-2.x:46;7.x-2.x:4226;8.x-0.x:20;8.x-1.x:37
farm_organic	2.1.x:1;3.0.x:31
viewscss	8.x-1.x:26
block_content_type_visibility	1.0.x:17
block_styles	2.0.x:1314;8.x-1.x:223
edit_in_place_field	2.0.x:119;8.x-1.x:30
block_animate	1.0.x:42;2.1.x:69
apitemplate_io	1.0.x:18
remote_file_importer_sftp	1.0.x:1;1.1.x:11
gdoc_field	7.x-1.x:759;8.x-1.x:2938
cookie_content_blocker	2.0.x:8;2.1.x:10;2.2.x:10;2.3.x:6;2.4.x:120;2.5.x:95;2.6.x:266;7.x-1.x:17;8.x-1.x:31
search_api_opensolr	2.1.x:31;2.2.x:317;8.x-1.x:7
ai_vdb_provider_postgres	1.0.x:178
flat_taxonomy	2.0.x:2882;7.x-1.x:13;8.x-1.x:27
composer_forced	8.x-1.x:287
user_status_switch	1.0.x:1
twig_events	1.0.x:225
views_sort_expression	2.0.x:216;7.x-1.x:26;8.x-1.x:104
charts_twig	1.0.x:98;2.0.x:14
whatsapp_in	1.0.x:9
colorbutton	8.x-1.x:11885
user_redirect	1.0.x:33;2.0.x:3208
pcb	3.0.x:6;3.1.x:132;3.2.x:300;4.0.x:2179;8.x-2.x:9
usajobs	2.0.x:4;3.0.x:46
view_entity_render_popup	1.0.x:35
synpay	8.x-1.x:26
domino	3.3.x:2;3.4.x:3;3.5.x:1;4.0.x:19
random_frontpage	2.0.x:5
layout_builder_quick_add	1.0.x:10;1.1.x:26;1.2.x:196
configure_contextual_links	1.0.x:56
views_sql_twig_fields	1.0.x:1;1.1.x:29
librejs	2.1.x:10;2.2.x:3;7.x-1.x:3
d2	1.0.x:2
taxonomy_entity	2.0.x:1;3.0.x:1
automatic_updates	3.0.x:9;3.1.x:869;4.0.x:1452;4.1.x:5215;4.x:1;7.x-1.x:165;8.x-1.x:16;8.x-2.x:45
schema_metatag_lodging	1.0.x:17
swagger_php	1.0.x:15
anu_lms_olivero	1.0.x:3
ckeditor_a11ychecker	2.0.x:176;3.0.x:256;8.x-1.x:49
context	5.0.x:14276;5.x:8;6.x-2.x:9;6.x-3.x:348;7.x-3.x:36456;8.x-1.x:86;8.x-4.x:3409
token_entity_render	2.0.x:184;2.1.x:5;7.x-1.x:22
node_auto_expire	2.0.x:103;8.x-1.x:18
civictheme	1.10.x:9;1.11.x:16;1.12.x:43;1.13.x:58;1.5.x:3;1.6.x:1;1.7.x:9;1.8.x:17;1.9.x:23
facets_product_attributes_sorting	2.0.x:13;8.x-1.x:4
noahs	2.7.x:6;2.8.x:10
ai_featured_image	1.0.x:1
bigint	2.0.x:711;7.x-1.x:193;8.x-1.x:77
browser_development	2.0.x:3
ip2country	2.0.x:163;2.1.x:734;6.x-1.x:11;7.x-1.x:1024;8.x-1.x:160
gsaml	8.x-2.x:55
user_ban	1.0.x:4
sdc_styleguide	1.0.x:1;1.1.x:13;1.2.x:1;1.3.x:267
user_login_persistent_destination	2.0.x:196;8.x-1.x:4
page_menu_reorder	8.x-1.x:13;8.x-2.x:16
ui_suite_material	2.0.x:22
commerce_checkout_lock	1.0.x:11
nva	1.0.x:11
feeds_xlsx	1.0.x:194
access_by_taxonomy	1.0.x:3;1.1.x:41;1.2.x:47
html_to_pdf	1.0.x:7
bsn_field	2.0.x:1;8.x-1.x:2
ckeditor5_mentions	1.1.x:1;2.0.x:67
space_ds	1.0.x:10;2.0.x:3;2.1.x:2
commerce_pricelist	7.x-1.x:109;8.x-2.x:1526
field_menu	2.0.x:15;2.1.x:266;2.2.x:1423;8.x-1.x:21
pbf	8.x-1.x:1037
simplenews_scheduler	2.0.x:79;4.0.x:520;6.x-1.x:3;6.x-2.x:12;7.x-1.x:385;8.x-1.x:128
charity_zymphonies_theme	2.0.x:52;3.0.x:10;4.0.x:23;8.x-1.x:33
migrate_default_if_no_stored_value	1.0.x:2;1.1.x:9
mom	1.0.x:8
flag	5.0.x:7576;5.1.x:264;5.x-1.x:1;6.x-1.x:64;6.x-2.x:185;7.x-2.x:390;7.x-3.x:9485;8.x-4.x:11729
media_entity_audio	8.x-1.x:30;8.x-2.x:41;8.x-3.x:2455
media_avportal	2.0.x:19;2.1.x:205;8.x-1.x:33
sector_contact	2.1.x:19
tour	1.0.x:227;2.0.x:11157
addtohomescreen	7.x-1.x:42;8.x-1.x:43
drupalmonitor	7.x-1.x:52;8.x-1.x:9
bitaps	1.0.x:4
flowdrop_ui_agents	0.1.x:4;1.0.x:1
expand_collapse_formatter	2.0.x:8042;8.x-1.x:98
domain_route_meta_tags	3.0.x:66
yg_business_plus	2.0.x:30;8.x-1.x:14
commerce_opp	2.0.x:7;8.x-1.x:13
views_hooks_extras	1.0.x:6
panelbutton	8.x-1.x:12470
taxonomy_set_lineage	2.0.x:97;7.x-1.x:90
commerce_barion_payment	2.0.x:10;2.1.x:44;8.x-1.x:12
decorx	1.0.x:25
model_viewer_formatter	1.0.x:5
shield	7.x-1.x:1357;8.x-1.x:23256
block_id	2.0.x:638;8.x-1.x:80
augmentor_google_cloud_speech_to_text	1.0.x:6
online_food_blog	1.0.x:4;2.0.x:6
current_page_crumb	8.x-1.x:3522
convert_bundles	2.0.x:1407;3.0.x:1703;8.x-1.x:410
upload_size_per_role	1.0.x:116
sshop	8.x-1.x:104
entity_markup	1.0.x:61
entity_repeat	1.1.x:55
search_dblog	1.0.x:54
smart_content_cdn	1.1.x:10
paragraphs_trimmed	8.x-1.x:86;8.x-2.x:222
weather	2.0.x:32;2.1.x:17;3.0.x:61;5.x-6.x:2;6.x-5.x:60;7.x-1.x:53;7.x-2.x:266;7.x-3.x:205;8.x-1.x:83
popup_lite	1.0.x:91
paragraphs_responsive_background_image_formatter	1.0.x:12
breadcrumb_field	2.0.x:9
business_dev	1.0.x:8
s_r_c_html5_validation	3.0.x:1
dmg	1.0.x:157
commerce_bulk	2.0.x:137;8.x-1.x:141
fft	3.0.x:80;7.x-1.x:80;8.x-1.x:2;8.x-2.x:28
search_api_japanese_normalizer	1.0.x:8
musaed	1.0.x:5
image_sizes_extras	1.0.x:3
simplify_menu	3.0.x:3;3.1.x:765;3.2.x:352;3.3.x:6643;3.x:5;8.x-1.x:6;8.x-2.x:1332
layout_bg	8.x-1.x:882
shurly	6.x-1.x:6;7.x-1.x:477;8.x-1.x:158
varbase_total_control	8.x-1.x:24;8.x-5.x:9;8.x-6.x:90;9.0.x:136;9.1.x:144
commerce_variation_add_to_cart	2.0.x:78;8.x-1.x:85
monobank	1.0.x:42
ai_interpolator_mediawiki	1.0.x:1
drupal	10.0.x:4121;10.1.x:8077;10.2.x:12357;10.3.x:15752;10.4.x:19004;10.5.x:38691;10.6.x:141832;11.0.x:3447;11.1.x:8582;11.2.x:22896;11.3.x:100615;11.4.x:1099;11.x:2030;5.x:141;6.x:5984;7.x:183196;8.0.x:1212;8.1.x:363;8.2.x:679;8.3.x:1252;8.4.x:754;8.5.x:2666;8.6.x:4266;8.7.x:4523;8.8.x:5318;8.9.x:24613;9.0.x:1046;9.1.x:2400;9.2.x:3383;9.3.x:7334;9.4.x:8466;9.5.x:34316
nodeviewcount	7.x-1.x:48;7.x-2.x:581;7.x-3.x:59;8.x-1.x:1020
ckeditor_id_attributes	1.0.x:528
lb_styles_conditions	2.0.x:162
hidden_nodes	7.x-1.x:63;8.x-1.x:116
dx8_addtoany	2.0.x:35;8.x-1.x:1
auto_rotate_lite	1.0.x:21
commerce_gc_client	2.1.x:15;8.x-1.x:1
moderation_note	8.x-1.x:452
edit_uuid	3.0.x:197;8.x-1.x:5;8.x-2.x:59
noindex	2.0.x:100;8.x-1.x:20
panolens	1.0.x:38
ai_translate_plus	1.0.x:8
weather_wave	1.0.x:2
webform_statistics	1.0.x:62;2.0.x:2;2.1.x:426
ckeditor5_word_count	1.0.x:120
bones_theme	2.0.x:25;2.1.x:7;2.2.x:22;8.x-1.x:6
barbajs	1.0.x:2
cocoon_media	3.1.x:1
field_translation_sync	1.0.x:41
countup	3.0.x:10;3.1.x:29;8.x-1.x:4;8.x-2.x:112
varnish_purger_aws	1.0.x:8
embed_media_image	1.0.x:5
node_edit_access_by_term	2.0.x:3
symfony_debug	2.0.x:78
purl	2.0.x:3;6.x-1.x:54;7.x-1.x:480;8.x-1.x:43
csp_google	1.3.x:2
gtl	4.0.x:1
twig_fa	1.0.x:69
sticky_audio_player	1.0.x:2
multiple_fields_remove_button	7.x-1.x:659;8.x-1.x:579;8.x-2.x:9945
pcp	2.0.x:122;6.x-2.x:2;7.x-1.x:106;8.x-1.x:11
file_visibility	1.0.x:82
twig_capture	1.0.x:60
form_display_field_alter	1.0.x:4
field_suggestion	1.0.x:2
maxlength	2.0.x:492;2.1.x:10787;3.0.x:86;3.1.x:34341;5.x-1.x:2;6.x-1.x:6;6.x-2.x:57;7.x-3.x:5119;8.x-1.x:1794
text_field_formatter	2.0.x:2035
s3fs_file_proxy_to_s3	4.0.x:25
formatter_field	2.0.x:74;7.x-1.x:344;8.x-1.x:56
commerce_unzer	1.0.x:4;2.0.x:2;3.0.x:2
video_embed_youku	2.0.x:272;3.0.x:12;7.x-1.x:31;8.x-1.x:27
auto_anchors	2.1.x:32;3.0.x:124;8.x-1.x:10
landingpage_zymphonies_theme	2.0.x:10;3.0.x:15;8.x-1.x:7
workflow_extras	2.0.x:7
layout_builder_sections_config	1.0.x:1501
